CHAMP1,CHAMP2,VICTORY,DEFEAT,TOTALPLAYED,PERCENTVICTORY,PERCENTDEFEAT,YEAR,SEASON,TEAM
Ekko,Braum,4,0,4,1.0,0.0,2016,Spring,Red
TahmKench,Gragas,3,0,3,1.0,0.0,2016,Spring,Blue
Gragas,Yasuo,1,0,1,1.0,0.0,2016,Spring,Blue
Elise,Malphite,1,0,1,1.0,0.0,2016,Spring,Blue
Lucian,Malphite,1,0,1,1.0,0.0,2016,Spring,Blue
Ekko,Corki,1,0,1,1.0,0.0,2016,Spring,Red
Ekko,Alistar,2,0,2,1.0,0.0,2016,Spring,Red
RekSai,Diana,1,0,1,1.0,0.0,2016,Spring,Blue
Gragas,Malphite,1,0,1,1.0,0.0,2016,Spring,Red
Lucian,Malphite,1,0,1,1.0,0.0,2016,Spring,Red
Nautilus,Rumble,3,0,3,1.0,0.0,2016,Spring,Blue
Rumble,Lux,1,0,1,1.0,0.0,2016,Spring,Blue
Rumble,Alistar,2,0,2,1.0,0.0,2016,Spring,Blue
Jinx,Alistar,1,0,1,1.0,0.0,2016,Spring,Blue
Nidalee,Janna,2,0,2,1.0,0.0,2016,Spring,Red
Jinx,Alistar,2,0,2,1.0,0.0,2016,Spring,Red
Gragas,Ahri,1,0,1,1.0,0.0,2016,Spring,Red
Gragas,Soraka,2,0,2,1.0,0.0,2016,Spring,Red
KogMaw,Soraka,1,0,1,1.0,0.0,2016,Spring,Red
Jax,Kindred,0,1,1,0.0,1.0,2016,Spring,Blue
Kindred,Janna,3,0,3,1.0,0.0,2016,Spring,Blue
Udyr,TwistedFate,1,0,1,1.0,0.0,2016,Spring,Blue
Kayle,Ekko,0,1,1,0.0,1.0,2016,Spring,Blue
Ekko,Lissandra,1,0,1,1.0,0.0,2016,Spring,Blue
Ekko,Braum,4,0,4,1.0,0.0,2016,Spring,Blue
Lulu,Bard,1,0,1,1.0,0.0,2016,Spring,Red
Bard,Gangplank,1,0,1,1.0,0.0,2016,Spring,Red
Bard,Udyr,1,0,1,1.0,0.0,2016,Spring,Red
Caitlyn,Udyr,1,0,1,1.0,0.0,2016,Spring,Red
Rammus,Ekko,0,1,1,0.0,1.0,2016,Spring,Red
Malphite,Udyr,0,1,1,0.0,1.0,2016,Spring,Blue
Udyr,Soraka,1,0,1,1.0,0.0,2016,Spring,Blue
Olaf,Gragas,1,0,1,1.0,0.0,2016,Spring,Red
Olaf,Gragas,1,2,3,0.3333333333333333,0.6666666666666666,2016,Spring,Blue
RekSai,Diana,1,0,1,1.0,0.0,2016,Spring,Red
Udyr,Fizz,1,0,1,1.0,0.0,2016,Spring,Red
Udyr,Braum,1,0,1,1.0,0.0,2016,Spring,Red
Caitlyn,Soraka,1,0,1,1.0,0.0,2016,Spring,Red
Gragas,Kassadin,1,0,1,1.0,0.0,2016,Spring,Red
Rammus,Zac,1,0,1,1.0,0.0,2016,Spring,Red
Zac,Braum,2,0,2,1.0,0.0,2016,Spring,Red
Nidalee,Fizz,1,0,1,1.0,0.0,2016,Spring,Red
Nasus,Ekko,0,2,2,0.0,1.0,2016,Spring,Red
Ekko,Zilean,1,0,1,1.0,0.0,2016,Spring,Red
Trundle,Ekko,1,0,1,1.0,0.0,2016,Spring,Blue
Ekko,Zilean,1,0,1,1.0,0.0,2016,Spring,Blue
Jhin,Bard,1,0,1,1.0,0.0,2016,Spring,Red
Ekko,Lissandra,1,0,1,1.0,0.0,2016,Spring,Red
Nautilus,Ekko,3,2,5,0.6,0.4,2016,Spring,Blue
Ekko,Anivia,1,0,1,1.0,0.0,2016,Spring,Blue
Ekko,Morgana,2,0,2,1.0,0.0,2016,Spring,Blue
Ryze,Gragas,0,1,1,0.0,1.0,2016,Spring,Red
Gragas,Anivia,2,0,2,1.0,0.0,2016,Spring,Blue
Trundle,Nunu,1,0,1,1.0,0.0,2016,Spring,Red
Nunu,Azir,1,0,1,1.0,0.0,2016,Spring,Red
Nunu,Bard,1,0,1,1.0,0.0,2016,Spring,Red
Sivir,Morgana,2,0,2,1.0,0.0,2016,Spring,Red
Malphite,Kassadin,0,1,1,0.0,1.0,2016,Spring,Blue
Kassadin,Elise,1,0,1,1.0,0.0,2016,Spring,Blue
Kassadin,Alistar,1,0,1,1.0,0.0,2016,Spring,Blue
Nautilus,Poppy,1,1,2,0.5,0.5,2016,Spring,Blue
Poppy,Gangplank,1,0,1,1.0,0.0,2016,Spring,Blue
Poppy,Braum,1,0,1,1.0,0.0,2016,Spring,Blue
Gangplank,Ekko,1,0,1,1.0,0.0,2016,Spring,Blue
Nidalee,Anivia,1,0,1,1.0,0.0,2016,Spring,Red
Kayle,LeeSin,0,1,1,0.0,1.0,2016,Spring,Red
Nidalee,Diana,1,0,1,1.0,0.0,2016,Spring,Red
RekSai,Azir,2,0,2,1.0,0.0,2016,Spring,Blue
Ekko,Leblanc,1,0,1,1.0,0.0,2016,Spring,Blue
Trundle,Ekko,1,0,1,1.0,0.0,2016,Spring,Red
Ekko,Leblanc,1,0,1,1.0,0.0,2016,Spring,Red
Ekko,Morgana,1,0,1,1.0,0.0,2016,Spring,Red
Vayne,Braum,3,0,3,1.0,0.0,2016,Spring,Red
Trundle,Shen,1,0,1,1.0,0.0,2016,Spring,Blue
Shen,Corki,1,0,1,1.0,0.0,2016,Spring,Blue
Shen,Soraka,1,0,1,1.0,0.0,2016,Spring,Blue
LeeSin,Yasuo,1,0,1,1.0,0.0,2016,Spring,Red
Poppy,Sejuani,1,0,1,1.0,0.0,2016,Spring,Blue
Sejuani,Alistar,1,0,1,1.0,0.0,2016,Spring,Blue
Shyvana,Bard,0,1,1,0.0,1.0,2016,Spring,Blue
Bard,Azir,1,0,1,1.0,0.0,2016,Spring,Blue
Bard,Garen,1,0,1,1.0,0.0,2016,Spring,Blue
Kalista,Garen,1,0,1,1.0,0.0,2016,Spring,Blue
Sivir,Karma,1,0,1,1.0,0.0,2016,Spring,Blue
Kindred,Veigar,1,0,1,1.0,0.0,2016,Spring,Red
Yasuo,Gragas,0,1,1,0.0,1.0,2016,Spring,Red
Kindred,Maokai,2,0,2,1.0,0.0,2016,Spring,Blue
Sivir,Maokai,2,0,2,1.0,0.0,2016,Spring,Blue
Irelia,Gragas,0,1,1,0.0,1.0,2016,Spring,Red
Hecarim,Kindred,0,1,1,0.0,1.0,2016,Spring,Red
MasterYi,Gragas,0,1,1,0.0,1.0,2016,Spring,Red
Graves,Orianna,1,0,1,1.0,0.0,2016,Summer,Blue
Nautilus,Nidalee,1,0,1,1.0,0.0,2016,Summer,Red
Nidalee,Gangplank,1,0,1,1.0,0.0,2016,Summer,Red
Kindred,Varus,1,0,1,1.0,0.0,2016,Summer,Blue
Ezreal,Janna,3,0,3,1.0,0.0,2016,Summer,Blue
Zac,TwistedFate,1,0,1,1.0,0.0,2016,Summer,Blue
Zac,Alistar,1,0,1,1.0,0.0,2016,Summer,Blue
Fizz,Graves,1,2,3,0.3333333333333333,0.6666666666666666,2016,Summer,Red
Graves,Syndra,1,0,1,1.0,0.0,2016,Summer,Red
Trundle,Ekko,0,1,1,0.0,1.0,2016,Summer,Blue
Ekko,Viktor,1,0,1,1.0,0.0,2016,Summer,Blue
Ekko,Braum,1,0,1,1.0,0.0,2016,Summer,Blue
Fizz,LeeSin,1,0,1,1.0,0.0,2016,Summer,Red
LeeSin,Soraka,1,0,1,1.0,0.0,2016,Summer,Red
Ekko,Zac,1,1,2,0.5,0.5,2016,Summer,Blue
Zac,Gangplank,1,0,1,1.0,0.0,2016,Summer,Blue
Vayne,Braum,1,0,1,1.0,0.0,2016,Summer,Blue
Nidalee,Zed,1,0,1,1.0,0.0,2016,Summer,Red
Kalista,Morgana,1,0,1,1.0,0.0,2016,Summer,Blue
Swain,Elise,1,0,1,1.0,0.0,2016,Summer,Red
Kindred,Orianna,1,0,1,1.0,0.0,2016,Summer,Blue
Corki,Alistar,1,0,1,1.0,0.0,2016,Summer,Blue
RekSai,Orianna,1,0,1,1.0,0.0,2016,Summer,Red
Twitch,Thresh,3,0,3,1.0,0.0,2016,Summer,Red
Kindred,Gangplank,1,0,1,1.0,0.0,2016,Summer,Red
Kindred,Morgana,2,0,2,1.0,0.0,2016,Summer,Red
Lucian,Morgana,1,0,1,1.0,0.0,2016,Summer,Red
Fizz,Ekko,0,1,1,0.0,1.0,2016,Summer,Blue
Ekko,Swain,1,0,1,1.0,0.0,2016,Summer,Blue
Ekko,Karma,1,0,1,1.0,0.0,2016,Summer,Blue
Kindred,TahmKench,1,0,1,1.0,0.0,2016,Summer,Red
Yasuo,Zac,1,0,1,1.0,0.0,2016,Summer,Blue
Zac,Viktor,1,0,1,1.0,0.0,2016,Summer,Blue
Zac,Nami,2,0,2,1.0,0.0,2016,Summer,Blue
Elise,Janna,4,0,4,1.0,0.0,2016,Summer,Red
Ezreal,Janna,1,0,1,1.0,0.0,2016,Summer,Red
RekSai,Orianna,2,0,2,1.0,0.0,2016,Summer,Blue
Nidalee,Diana,1,0,1,1.0,0.0,2016,Summer,Red
Ryze,Hecarim,0,1,1,0.0,1.0,2016,Summer,Blue
Hecarim,TwistedFate,1,0,1,1.0,0.0,2016,Summer,Blue
RekSai,Ahri,1,0,1,1.0,0.0,2016,Summer,Red
Elise,Diana,1,0,1,1.0,0.0,2016,Summer,Red
Gragas,Leona,1,0,1,1.0,0.0,2016,Summer,Blue
Jinx,Leona,1,0,1,1.0,0.0,2016,Summer,Blue
Nautilus,Gragas,1,0,1,1.0,0.0,2016,Summer,Red
LeeSin,Morgana,1,0,1,1.0,0.0,2016,Summer,Red
Trundle,Zac,0,1,1,0.0,1.0,2016,Summer,Red
Zac,TwistedFate,1,0,1,1.0,0.0,2016,Summer,Red
Gragas,Jhin,1,0,1,1.0,0.0,2016,Summer,Blue
Jax,Zac,1,0,1,1.0,0.0,2016,Summer,Blue
Zac,Vladimir,1,0,1,1.0,0.0,2016,Summer,Blue
Zac,Karma,2,0,2,1.0,0.0,2016,Summer,Blue
Jax,Graves,0,1,1,0.0,1.0,2016,Summer,Red
Graves,Swain,1,0,1,1.0,0.0,2016,Summer,Red
Shen,Khazix,1,0,1,1.0,0.0,2016,Summer,Blue
Khazix,Ryze,2,0,2,1.0,0.0,2016,Summer,Blue
Nautilus,RekSai,2,0,2,1.0,0.0,2016,Summer,Blue
Lucian,Leona,1,0,1,1.0,0.0,2016,Summer,Blue
RekSai,Ezreal,1,0,1,1.0,0.0,2016,Summer,Red
Taliyah,Karma,1,0,1,1.0,0.0,2016,Summer,Red
Maokai,JarvanIV,0,1,1,0.0,1.0,2016,Summer,Blue
JarvanIV,Lucian,1,0,1,1.0,0.0,2016,Summer,Blue
JarvanIV,Leona,1,0,1,1.0,0.0,2016,Summer,Blue
Viktor,Leona,1,0,1,1.0,0.0,2016,Summer,Blue
Rumble,JarvanIV,0,1,1,0.0,1.0,2016,Summer,Red
JarvanIV,Viktor,1,0,1,1.0,0.0,2016,Summer,Red
JarvanIV,Sona,1,0,1,1.0,0.0,2016,Summer,Red
Vayne,Taric,1,0,1,1.0,0.0,2016,Summer,Blue
Elise,Morgana,1,0,1,1.0,0.0,2016,Summer,Red
Gragas,Diana,1,0,1,1.0,0.0,2016,Summer,Blue
Lucian,Taric,2,0,2,1.0,0.0,2016,Summer,Red
Elise,Ashe,1,0,1,1.0,0.0,2016,Summer,Blue
Karma,Ashe,1,0,1,1.0,0.0,2016,Summer,Blue
Jinx,Alistar,1,0,1,1.0,0.0,2016,Summer,Blue
Kalista,Morgana,1,0,1,1.0,0.0,2017,Spring,Red
Ivern,Ekko,2,0,2,1.0,0.0,2017,Spring,Blue
Gangplank,LeeSin,2,0,2,1.0,0.0,2017,Spring,Red
LeeSin,Brand,1,0,1,1.0,0.0,2017,Spring,Red
Jhin,Morgana,1,0,1,1.0,0.0,2017,Spring,Blue
Zac,TahmKench,1,0,1,1.0,0.0,2017,Spring,Blue
Jhin,Velkoz,2,0,2,1.0,0.0,2017,Spring,Blue
Irelia,RekSai,1,1,2,0.5,0.5,2017,Spring,Red
Trundle,LeeSin,1,2,3,0.3333333333333333,0.6666666666666666,2017,Spring,Red
RekSai,Lulu,3,0,3,1.0,0.0,2017,Spring,Red
Camille,Hecarim,1,1,2,0.5,0.5,2017,Spring,Blue
Hecarim,Cassiopeia,1,0,1,1.0,0.0,2017,Spring,Blue
Hecarim,Karma,3,0,3,1.0,0.0,2017,Spring,Blue
Illaoi,Ivern,1,1,2,0.5,0.5,2017,Spring,Red
Tryndamere,RekSai,1,0,1,1.0,0.0,2017,Spring,Red
RekSai,Viktor,1,0,1,1.0,0.0,2017,Spring,Red
Ivern,Braum,1,0,1,1.0,0.0,2017,Spring,Blue
Ivern,Braum,1,0,1,1.0,0.0,2017,Spring,Red
Khazix,Leona,2,0,2,1.0,0.0,2017,Spring,Red
MissFortune,Leona,1,0,1,1.0,0.0,2017,Spring,Red
Talon,Elise,1,0,1,1.0,0.0,2017,Spring,Blue
Elise,Bard,4,0,4,1.0,0.0,2017,Spring,Blue
Quinn,Bard,1,0,1,1.0,0.0,2017,Spring,Blue
Sivir,Thresh,2,0,2,1.0,0.0,2017,Spring,Blue
JarvanIV,Khazix,1,0,1,1.0,0.0,2017,Spring,Red
Singed,Ivern,1,0,1,1.0,0.0,2017,Spring,Red
Camille,RekSai,3,0,3,1.0,0.0,2017,Spring,Red
Singed,Nidalee,0,1,1,0.0,1.0,2017,Spring,Blue
Ivern,Zed,2,0,2,1.0,0.0,2017,Spring,Blue
Rengar,Bard,2,0,2,1.0,0.0,2017,Spring,Blue
Warwick,Orianna,1,0,1,1.0,0.0,2017,Spring,Blue
Sivir,TahmKench,5,0,5,1.0,0.0,2017,Spring,Blue
TahmKench,Graves,0,1,1,0.0,1.0,2017,Spring,Blue
Ivern,Nami,4,0,4,1.0,0.0,2017,Spring,Blue
Renekton,RekSai,1,0,1,1.0,0.0,2017,Spring,Red
Ekko,Rengar,1,1,2,0.5,0.5,2017,Spring,Red
Elise,Kayle,1,0,1,1.0,0.0,2017,Spring,Red
Lucian,Kayle,1,0,1,1.0,0.0,2017,Spring,Red
Ekko,RekSai,0,3,3,0.0,1.0,2017,Spring,Blue
RekSai,Talon,1,0,1,1.0,0.0,2017,Spring,Blue
Rengar,Nidalee,0,1,1,0.0,1.0,2017,Spring,Red
Nidalee,Viktor,1,0,1,1.0,0.0,2017,Spring,Red
Fiora,Kindred,0,1,1,0.0,1.0,2017,Spring,Red
Kindred,Ekko,1,0,1,1.0,0.0,2017,Spring,Red
Kindred,Lulu,1,0,1,1.0,0.0,2017,Spring,Red
TahmKench,Rengar,1,0,1,1.0,0.0,2017,Spring,Red
LeeSin,Jhin,1,0,1,1.0,0.0,2017,Spring,Blue
Elise,Jhin,1,0,1,1.0,0.0,2017,Spring,Red
Lucian,Bard,2,0,2,1.0,0.0,2017,Spring,Red
Poppy,Nidalee,0,2,2,0.0,1.0,2017,Spring,Blue
Nidalee,Ahri,1,0,1,1.0,0.0,2017,Spring,Blue
TahmKench,Elise,0,1,1,0.0,1.0,2017,Spring,Red
Elise,Kassadin,1,0,1,1.0,0.0,2017,Spring,Red
Graves,Soraka,1,0,1,1.0,0.0,2017,Spring,Red
Fizz,LeeSin,4,2,6,0.6666666666666666,0.3333333333333333,2017,Spring,Blue
Gragas,Zyra,2,0,2,1.0,0.0,2017,Spring,Red
Lucian,Evelynn,0,1,1,0.0,1.0,2017,Spring,Red
Evelynn,Fizz,1,0,1,1.0,0.0,2017,Spring,Red
Evelynn,Sona,1,0,1,1.0,0.0,2017,Spring,Red
Tristana,Sona,1,0,1,1.0,0.0,2017,Spring,Red
Riven,LeeSin,0,1,1,0.0,1.0,2017,Spring,Blue
Graves,Azir,1,0,1,1.0,0.0,2017,Spring,Red
Shen,Vi,0,1,1,0.0,1.0,2017,Spring,Red
Vi,Viktor,1,0,1,1.0,0.0,2017,Spring,Red
Vi,Blitzcrank,1,0,1,1.0,0.0,2017,Spring,Red
Caitlyn,Blitzcrank,1,0,1,1.0,0.0,2017,Spring,Red
Jayce,Hecarim,0,1,1,0.0,1.0,2017,Spring,Blue
Hecarim,Taliyah,1,0,1,1.0,0.0,2017,Spring,Blue
Hecarim,Blitzcrank,1,0,1,1.0,0.0,2017,Spring,Blue
Caitlyn,Blitzcrank,1,0,1,1.0,0.0,2017,Spring,Blue
Jax,Graves,0,1,1,0.0,1.0,2017,Spring,Blue
LeeSin,Trundle,4,0,4,1.0,0.0,2017,Spring,Blue
Ashe,Trundle,3,0,3,1.0,0.0,2017,Spring,Blue
Lucian,Trundle,3,0,3,1.0,0.0,2017,Spring,Blue
LeeSin,Trundle,1,0,1,1.0,0.0,2017,Spring,Red
Ashe,Trundle,4,0,4,1.0,0.0,2017,Spring,Red
Lucian,Nautilus,2,0,2,1.0,0.0,2017,Spring,Blue
Gragas,Vladimir,1,0,1,1.0,0.0,2017,Summer,Blue
Elise,Zac,1,0,1,1.0,0.0,2017,Summer,Blue
Varus,Zac,1,0,1,1.0,0.0,2017,Summer,Blue
Riven,Gragas,0,1,1,0.0,1.0,2017,Summer,Red
LeeSin,Nami,2,0,2,1.0,0.0,2017,Summer,Blue
Ashe,Nami,3,0,3,1.0,0.0,2017,Summer,Blue
Nautilus,LeeSin,2,3,5,0.4,0.6,2017,Summer,Red
Nunu,Fiora,1,0,1,1.0,0.0,2017,Summer,Blue
Nunu,Braum,1,0,1,1.0,0.0,2017,Summer,Blue
Khazix,Ekko,1,0,1,1.0,0.0,2017,Summer,Blue
Varus,Galio,1,0,1,1.0,0.0,2017,Summer,Blue
Nidalee,Kassadin,1,0,1,1.0,0.0,2017,Summer,Red
Lucian,Elise,2,0,2,1.0,0.0,2017,Summer,Blue
Nunu,Karma,2,0,2,1.0,0.0,2017,Summer,Blue
Nunu,Taric,1,0,1,1.0,0.0,2017,Summer,Blue
Kennen,Nunu,0,1,1,0.0,1.0,2017,Summer,Red
Nunu,Cassiopeia,1,0,1,1.0,0.0,2017,Summer,Red
Nunu,Braum,1,0,1,1.0,0.0,2017,Summer,Red
Kassadin,Nunu,1,0,1,1.0,0.0,2017,Summer,Blue
Fiora,Nidalee,0,1,1,0.0,1.0,2017,Summer,Blue
Nidalee,Orianna,3,0,3,1.0,0.0,2017,Summer,Blue
JarvanIV,Nunu,1,0,1,1.0,0.0,2017,Summer,Red
Nunu,Blitzcrank,1,0,1,1.0,0.0,2017,Summer,Red
Fiora,RekSai,2,2,4,0.5,0.5,2017,Summer,Red
Irelia,Nidalee,0,1,1,0.0,1.0,2017,Summer,Red
Gragas,Zilean,1,0,1,1.0,0.0,2017,Summer,Blue
Jax,Chogath,1,0,1,1.0,0.0,2017,Summer,Red
Chogath,Braum,2,0,2,1.0,0.0,2017,Summer,Red
Kled,Chogath,0,1,1,0.0,1.0,2017,Summer,Red
Chogath,Leblanc,1,0,1,1.0,0.0,2017,Summer,Red
Chogath,Alistar,1,0,1,1.0,0.0,2017,Summer,Red
MonkeyKing,Sejuani,0,1,1,0.0,1.0,2017,Summer,Red
Varus,Trundle,1,0,1,1.0,0.0,2017,Summer,Red
Gragas,Sejuani,2,0,2,1.0,0.0,2017,Summer,Blue
Zac,Diana,1,0,1,1.0,0.0,2017,Summer,Red
Maokai,Vladimir,1,0,1,1.0,0.0,2017,Summer,Blue
JarvanIV,Vladimir,1,0,1,1.0,0.0,2017,Summer,Blue
Tristana,Galio,1,0,1,1.0,0.0,2017,Summer,Blue
Pantheon,Elise,0,1,1,0.0,1.0,2017,Summer,Blue
Gragas,Zed,1,0,1,1.0,0.0,2017,Summer,Red
Graves,Ahri,3,0,3,1.0,0.0,2017,Summer,Red
Sejuani,Kassadin,2,0,2,1.0,0.0,2017,Summer,Red
Elise,Nautilus,2,0,2,1.0,0.0,2017,Summer,Blue
Maokai,Galio,2,0,2,1.0,0.0,2017,Summer,Blue
Kalista,Galio,1,0,1,1.0,0.0,2017,Summer,Blue
Chogath,Orianna,1,0,1,1.0,0.0,2017,Summer,Red
Kayn,Galio,1,0,1,1.0,0.0,2017,Summer,Red
Kayn,Thresh,1,0,1,1.0,0.0,2017,Summer,Red
Gragas,Kayn,1,3,4,0.25,0.75,2017,Summer,Blue
Kayn,Galio,2,0,2,1.0,0.0,2017,Summer,Blue
Kled,Sejuani,2,2,4,0.5,0.5,2017,Summer,Blue
JarvanIV,Bard,2,0,2,1.0,0.0,2017,Summer,Red
RekSai,Zed,1,0,1,1.0,0.0,2017,Summer,Blue
Irelia,Sejuani,0,1,1,0.0,1.0,2017,Summer,Red
Gragas,JarvanIV,1,2,3,0.3333333333333333,0.6666666666666666,2017,Summer,Red
Elise,Kennen,1,0,1,1.0,0.0,2017,Summer,Blue
Ashe,Taric,1,0,1,1.0,0.0,2017,Summer,Red
Fiora,Maokai,0,1,1,0.0,1.0,2017,Summer,Blue
Gragas,Kennen,1,0,1,1.0,0.0,2017,Summer,Red
Riven,Rammus,1,0,1,1.0,0.0,2017,Summer,Red
Rammus,Ahri,1,0,1,1.0,0.0,2017,Summer,Red
Rammus,Alistar,1,0,1,1.0,0.0,2017,Summer,Red
Twitch,Janna,6,0,6,1.0,0.0,2017,Summer,Blue
JarvanIV,Lucian,1,0,1,1.0,0.0,2017,Summer,Red
Maokai,Morgana,1,0,1,1.0,0.0,2017,Summer,Blue
Lucian,Gragas,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Red
Maokai,Nami,1,0,1,1.0,0.0,2017,Summer,Blue
Caitlyn,Nami,2,0,2,1.0,0.0,2017,Summer,Blue
Trundle,Zac,1,0,1,1.0,0.0,2017,Summer,Red
Zac,Lulu,2,0,2,1.0,0.0,2017,Summer,Red
Zac,Alistar,1,0,1,1.0,0.0,2017,Summer,Red
Fiora,JarvanIV,1,1,2,0.5,0.5,2017,Summer,Red
Sejuani,Kennen,1,0,1,1.0,0.0,2017,Summer,Blue
Sejuani,Morgana,2,0,2,1.0,0.0,2017,Summer,Blue
Varus,Morgana,2,0,2,1.0,0.0,2017,Summer,Blue
Maokai,Zed,1,0,1,1.0,0.0,2017,Summer,Red
Lucian,Sejuani,0,1,1,0.0,1.0,2017,Summer,Red
Zac,Viktor,1,0,1,1.0,0.0,2017,Summer,Red
Zac,KogMaw,1,0,1,1.0,0.0,2017,Summer,Red
RekSai,Janna,2,0,2,1.0,0.0,2017,Spring,Blue
Ashe,Janna,1,0,1,1.0,0.0,2017,Spring,Blue
Elise,Varus,1,0,1,1.0,0.0,2017,Spring,Red
Darius,RekSai,1,0,1,1.0,0.0,2017,Spring,Blue
Zac,Khazix,1,0,1,1.0,0.0,2017,Spring,Blue
LeeSin,Karthus,1,0,1,1.0,0.0,2017,Spring,Red
Darius,Khazix,1,0,1,1.0,0.0,2017,Spring,Blue
Ryze,Graves,1,0,1,1.0,0.0,2017,Spring,Red
Olaf,Taric,1,0,1,1.0,0.0,2017,Spring,Blue
Warwick,Karma,2,0,2,1.0,0.0,2017,Spring,Blue
LeeSin,Bard,2,0,2,1.0,0.0,2017,Spring,Blue
Poppy,Nocturne,0,1,1,0.0,1.0,2017,Spring,Blue
Nocturne,Ryze,1,0,1,1.0,0.0,2017,Spring,Blue
Nocturne,Nami,1,0,1,1.0,0.0,2017,Spring,Blue
Elise,Morgana,1,0,1,1.0,0.0,2017,Spring,Blue
MissFortune,Nami,1,0,1,1.0,0.0,2017,Spring,Red
Ekko,Elise,0,2,2,0.0,1.0,2017,Spring,Red
Graves,Xerath,1,0,1,1.0,0.0,2017,Spring,Blue
Shen,JarvanIV,0,1,1,0.0,1.0,2017,Spring,Blue
JarvanIV,Corki,1,0,1,1.0,0.0,2017,Spring,Blue
JarvanIV,Taric,1,0,1,1.0,0.0,2017,Spring,Blue
MissFortune,Taric,2,0,2,1.0,0.0,2017,Spring,Red
Graves,Taric,1,0,1,1.0,0.0,2017,Spring,Blue
Graves,AurelionSol,1,0,1,1.0,0.0,2017,Spring,Red
Jax,Rengar,1,0,1,1.0,0.0,2017,Spring,Blue
Graves,Kassadin,1,0,1,1.0,0.0,2017,Spring,Red
Ivern,Azir,1,0,1,1.0,0.0,2017,Spring,Blue
DrMundo,Nidalee,0,1,1,0.0,1.0,2017,Spring,Red
Nidalee,Ryze,1,0,1,1.0,0.0,2017,Spring,Red
Nidalee,Bard,1,0,1,1.0,0.0,2017,Spring,Red
Talon,Nidalee,0,1,1,0.0,1.0,2017,Spring,Blue
Kalista,Karma,2,0,2,1.0,0.0,2017,Spring,Red
Trundle,Elise,2,3,5,0.4,0.6,2017,Spring,Red
Olaf,Ekko,2,0,2,1.0,0.0,2017,Summer,Red
Nautilus,Khazix,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Blue
Graves,Fizz,2,0,2,1.0,0.0,2017,Summer,Red
LeeSin,Nami,3,0,3,1.0,0.0,2017,Summer,Red
Varus,Nami,2,0,2,1.0,0.0,2017,Summer,Red
Zac,Yasuo,1,0,1,1.0,0.0,2017,Summer,Blue
Gragas,MissFortune,1,0,1,1.0,0.0,2017,Summer,Red
Kayle,Elise,0,1,1,0.0,1.0,2017,Summer,Blue
Lucian,Olaf,1,0,1,1.0,0.0,2017,Summer,Red
Nautilus,Gragas,1,0,1,1.0,0.0,2017,Summer,Red
Xayah,Nami,2,0,2,1.0,0.0,2017,Summer,Red
LeeSin,Shen,1,0,1,1.0,0.0,2017,Summer,Red
Ezreal,Shen,1,0,1,1.0,0.0,2017,Summer,Red
Elise,Fizz,2,0,2,1.0,0.0,2017,Summer,Blue
Kennen,Braum,2,0,2,1.0,0.0,2017,Summer,Red
Graves,Zyra,7,0,7,1.0,0.0,2017,Summer,Blue
Khazix,Brand,1,0,1,1.0,0.0,2017,Summer,Red
Xayah,Brand,1,0,1,1.0,0.0,2017,Summer,Red
Lucian,Gragas,1,0,1,1.0,0.0,2017,Summer,Blue
Camille,Graves,2,2,4,0.5,0.5,2017,Summer,Blue
Graves,Karma,7,0,7,1.0,0.0,2017,Summer,Blue
Lucian,Graves,1,0,1,1.0,0.0,2017,Summer,Blue
Khazix,Nami,3,0,3,1.0,0.0,2017,Summer,Red
Khazix,Morgana,2,0,2,1.0,0.0,2017,Summer,Blue
Varus,Camille,1,0,1,1.0,0.0,2017,Summer,Blue
Graves,Corki,1,0,1,1.0,0.0,2017,Summer,Blue
Graves,Taric,1,0,1,1.0,0.0,2017,Summer,Blue
Cassiopeia,Graves,0,1,1,0.0,1.0,2017,Summer,Red
Graves,Corki,2,0,2,1.0,0.0,2017,Summer,Red
Kayle,LeeSin,1,0,1,1.0,0.0,2017,Summer,Red
Galio,Nidalee,1,0,1,1.0,0.0,2017,Summer,Blue
Malphite,LeeSin,1,0,1,1.0,0.0,2017,Summer,Red
LeeSin,Gragas,1,0,1,1.0,0.0,2017,Summer,Blue
Ashe,Gragas,1,0,1,1.0,0.0,2017,Summer,Blue
Cassiopeia,JarvanIV,2,0,2,1.0,0.0,2017,Summer,Blue
RekSai,Ekko,3,0,3,1.0,0.0,2017,Summer,Blue
Elise,Gragas,1,0,1,1.0,0.0,2017,Summer,Red
Varus,Gragas,1,0,1,1.0,0.0,2017,Summer,Red
Chogath,Braum,2,0,2,1.0,0.0,2017,Summer,Blue
Malphite,RekSai,0,1,1,0.0,1.0,2017,Summer,Red
RekSai,Gragas,1,0,1,1.0,0.0,2017,Summer,Red
Kalista,Gragas,1,0,1,1.0,0.0,2017,Summer,Red
Twitch,Morgana,1,0,1,1.0,0.0,2017,Summer,Red
Chogath,Trundle,1,0,1,1.0,0.0,2017,Summer,Red
Elise,Katarina,1,0,1,1.0,0.0,2017,Summer,Blue
Jhin,Taric,2,0,2,1.0,0.0,2017,Summer,Red
DrMundo,Gragas,1,0,1,1.0,0.0,2017,Summer,Red
Jhin,Trundle,2,0,2,1.0,0.0,2017,Summer,Red
