PERCENTDEFEAT,CHAMP1,TEAM,CHAMP1_POSITION,SEASON,YEAR,CHAMP2,CHAMP2_POSITION,VICTORY,DEFEAT,TOTALPLAYED,PERCENTVICTORY
0.0,Corki,Red,AD_CARRY,Spring,2015,Blitzcrank,SUPPORT,1,0,1,1.0
1.0,Xayah,Red,AD_CARRY,Summer,2017,Brand,SUPPORT,0,1,1,0.0
0.0,Fizz,Red,AD_CARRY,Spring,2015,Thresh,SUPPORT,1,0,1,1.0
1.0,LeeSin,Blue,JUNGLER,Spring,2017,Kayle,MID_LANER,0,1,1,0.0
0.0,Graves,Blue,JUNGLER,Spring,2016,Syndra,MID_LANER,1,0,1,1.0
0.0,Jhin,Red,AD_CARRY,Spring,2017,Thresh,SUPPORT,1,0,1,1.0
1.0,Kennen,Red,TOP_LANER,Summer,2017,Rengar,JUNGLER,0,1,1,0.0
0.0,FiddleSticks,Blue,JUNGLER,Summer,2014,Orianna,MID_LANER,1,0,1,1.0
0,Irelia,Red,TOP_LANER,Summer,2015,RekSai,JUNGLER,1,1,2,0
0.0,Olaf,Blue,JUNGLER,Summer,2017,Lucian,MID_LANER,1,0,1,1.0
0.0,Jhin,Blue,AD_CARRY,Summer,2016,Karma,SUPPORT,1,0,1,1.0
1.0,Gragas,Red,JUNGLER,Summer,2016,Orianna,MID_LANER,0,1,1,0.0
1,Chogath,Red,JUNGLER,Summer,2017,Leblanc,MID_LANER,0,2,2,0
0.0,Gragas,Red,AD_CARRY,Spring,2018,Morgana,SUPPORT,1,0,1,1.0
0.0,Lucian,Blue,AD_CARRY,Spring,2015,Morgana,SUPPORT,1,0,1,1.0
1.0,RekSai,Red,JUNGLER,Spring,2016,Karma,MID_LANER,0,1,1,0.0
0.0,Shen,Red,TOP_LANER,Spring,2017,RekSai,JUNGLER,1,0,1,1.0
0.0,Khazix,Red,JUNGLER,Spring,2018,Azir,MID_LANER,1,0,1,1.0
0.0,KogMaw,Blue,AD_CARRY,Summer,2014,Alistar,SUPPORT,1,0,1,1.0
1.0,Kindred,Blue,JUNGLER,Summer,2016,AurelionSol,MID_LANER,0,1,1,0.0
0.0,TahmKench,Red,TOP_LANER,Summer,2016,RekSai,JUNGLER,1,0,1,1.0
1.0,Evelynn,Blue,JUNGLER,Spring,2016,Thresh,SUPPORT,0,1,1,0.0
1.0,Kindred,Blue,JUNGLER,Summer,2016,Ahri,MID_LANER,0,1,1,0.0
1.0,Malphite,Blue,TOP_LANER,Summer,2016,RekSai,JUNGLER,0,1,1,0.0
1.0,RekSai,Blue,JUNGLER,Summer,2015,Irelia,MID_LANER,0,1,1,0.0
1.0,Kayn,Red,AD_CARRY,Summer,2017,Thresh,SUPPORT,0,1,1,0.0
0.0,Rumble,Blue,TOP_LANER,Summer,2016,Olaf,JUNGLER,1,0,1,1.0
1.0,Cassiopeia,Red,TOP_LANER,Summer,2017,LeeSin,JUNGLER,0,1,1,0.0
0.0,Darius,Blue,TOP_LANER,Summer,2015,Gragas,JUNGLER,1,0,1,1.0
1.0,Sejuani,Red,AD_CARRY,Spring,2018,Rakan,SUPPORT,0,1,1,0.0
0,RekSai,Blue,JUNGLER,Spring,2016,TahmKench,SUPPORT,1,1,2,0
0,Khazix,Red,AD_CARRY,Spring,2017,Brand,SUPPORT,1,1,2,0
1.0,KogMaw,Blue,AD_CARRY,Summer,2017,Sejuani,SUPPORT,0,1,1,0.0
0.0,Caitlyn,Blue,AD_CARRY,Spring,2016,Braum,SUPPORT,1,0,1,1.0
0.0,Kindred,Red,JUNGLER,Spring,2016,Lissandra,MID_LANER,1,0,1,1.0
1.0,Pantheon,Blue,JUNGLER,Spring,2015,Janna,SUPPORT,0,1,1,0.0
0.0,RekSai,Red,AD_CARRY,Spring,2016,Poppy,SUPPORT,1,0,1,1.0
0.0,Sejuani,Blue,JUNGLER,Summer,2017,Lulu,SUPPORT,1,0,1,1.0
0.0,RekSai,Blue,JUNGLER,Summer,2015,Vladimir,MID_LANER,1,0,1,1.0
0.0,Olaf,Blue,JUNGLER,Summer,2016,Zyra,SUPPORT,1,0,1,1.0
0.0,Kled,Red,TOP_LANER,Summer,2017,LeeSin,JUNGLER,1,0,1,1.0
0,Gangplank,Blue,TOP_LANER,Spring,2018,Zac,JUNGLER,1,1,2,0
1.0,Ashe,Blue,AD_CARRY,Summer,2015,Leona,SUPPORT,0,1,1,0.0
0.0,Lucian,Red,AD_CARRY,Spring,2016,Leona,SUPPORT,1,0,1,1.0
0,JarvanIV,Blue,JUNGLER,Spring,2018,Shen,SUPPORT,1,2,3,0
1.0,Nunu,Blue,JUNGLER,Spring,2015,Orianna,MID_LANER,0,1,1,0.0
0,Graves,Blue,JUNGLER,Spring,2016,Azir,MID_LANER,1,3,4,0
0.0,Ezreal,Blue,AD_CARRY,Spring,2015,Alistar,SUPPORT,1,0,1,1.0
1,Sivir,Red,AD_CARRY,Spring,2017,Taric,SUPPORT,0,3,3,0
0.0,Sejuani,Blue,JUNGLER,Summer,2017,Taric,SUPPORT,1,0,1,1.0
0,Nidalee,Blue,JUNGLER,Spring,2017,Lulu,SUPPORT,1,2,3,0
0,Sejuani,Red,JUNGLER,Spring,2015,Lulu,MID_LANER,1,2,3,0
0,Ekko,Blue,TOP_LANER,Spring,2016,Nidalee,JUNGLER,1,2,3,0
0.0,Camille,Red,TOP_LANER,Spring,2018,Sejuani,JUNGLER,1,0,1,1.0
0.0,Kayn,Blue,JUNGLER,Summer,2017,TahmKench,SUPPORT,1,0,1,1.0
0.0,Maokai,Red,TOP_LANER,Spring,2016,Zac,JUNGLER,1,0,1,1.0
1.0,Draven,Blue,AD_CARRY,Spring,2017,Karma,SUPPORT,0,1,1,0.0
0,Elise,Blue,JUNGLER,Summer,2016,TwistedFate,MID_LANER,1,3,4,0
1.0,Nunu,Blue,JUNGLER,Spring,2015,Rumble,MID_LANER,0,1,1,0.0
1,Nidalee,Red,JUNGLER,Summer,2017,Corki,MID_LANER,0,2,2,0
0.0,Draven,Blue,AD_CARRY,Summer,2017,Thresh,SUPPORT,1,0,1,1.0
0.0,Poppy,Blue,JUNGLER,Spring,2016,Thresh,SUPPORT,1,0,1,1.0
0.0,Lulu,Red,TOP_LANER,Spring,2015,Olaf,JUNGLER,1,0,1,1.0
1,Jax,Red,TOP_LANER,Summer,2017,Maokai,JUNGLER,0,3,3,0
0.0,Chogath,Blue,JUNGLER,Summer,2017,Blitzcrank,SUPPORT,1,0,1,1.0
0.0,Camille,Red,TOP_LANER,Summer,2017,RekSai,JUNGLER,1,0,1,1.0
0,Nidalee,Red,TOP_LANER,Summer,2014,Khazix,JUNGLER,1,4,5,0
0.0,Gragas,Red,AD_CARRY,Summer,2017,Braum,SUPPORT,1,0,1,1.0
1.0,Nautilus,Red,TOP_LANER,Summer,2015,Vi,JUNGLER,0,1,1,0.0
1,Varus,Blue,AD_CARRY,Spring,2018,Shen,SUPPORT,0,2,2,0
1.0,Khazix,Red,AD_CARRY,Spring,2018,Shen,SUPPORT,0,1,1,0.0
0.0,Shyvana,Blue,TOP_LANER,Spring,2015,Nunu,JUNGLER,1,0,1,1.0
0.0,Nasus,Red,TOP_LANER,Spring,2018,Gragas,JUNGLER,1,0,1,1.0
0,Olaf,Blue,JUNGLER,Summer,2016,Azir,MID_LANER,1,1,2,0
0.0,Corki,Blue,AD_CARRY,Spring,2016,Shen,SUPPORT,1,0,1,1.0
1.0,Ryze,Red,TOP_LANER,Spring,2015,Elise,JUNGLER,0,1,1,0.0
0,Graves,Red,AD_CARRY,Spring,2015,Thresh,SUPPORT,1,2,3,0
0.0,Fiora,Blue,TOP_LANER,Summer,2015,JarvanIV,JUNGLER,1,0,1,1.0
0.0,Lucian,Blue,AD_CARRY,Spring,2017,Karma,SUPPORT,1,0,1,1.0
0.0,Renekton,Blue,TOP_LANER,Spring,2017,Rengar,JUNGLER,1,0,1,1.0
0.0,Lucian,Blue,AD_CARRY,Summer,2014,Morgana,SUPPORT,1,0,1,1.0
0.0,RekSai,Blue,JUNGLER,Spring,2016,Lissandra,MID_LANER,1,0,1,1.0
0.0,Malzahar,Blue,TOP_LANER,Summer,2016,Hecarim,JUNGLER,1,0,1,1.0
0.0,Corki,Blue,AD_CARRY,Summer,2015,Karma,SUPPORT,1,0,1,1.0
1.0,Kindred,Red,JUNGLER,Spring,2017,Ekko,MID_LANER,0,1,1,0.0
1,Vladimir,Blue,TOP_LANER,Summer,2016,RekSai,JUNGLER,0,2,2,0
0.0,Jax,Blue,TOP_LANER,Spring,2017,Rengar,JUNGLER,1,0,1,1.0
0,Trundle,Red,TOP_LANER,Summer,2016,Graves,JUNGLER,1,4,5,0
0,TahmKench,Red,TOP_LANER,Summer,2016,Elise,JUNGLER,1,2,3,0
0.0,Olaf,Red,AD_CARRY,Summer,2015,Alistar,SUPPORT,1,0,1,1.0
0.0,Sion,Red,TOP_LANER,Spring,2015,Zac,JUNGLER,1,0,1,1.0
0.0,Ashe,Blue,AD_CARRY,Summer,2017,Brand,SUPPORT,1,0,1,1.0
0,Rumble,Blue,TOP_LANER,Summer,2016,Nidalee,JUNGLER,1,1,2,0
1.0,Renekton,Red,TOP_LANER,Spring,2018,Sejuani,JUNGLER,0,1,1,0.0
1.0,Rengar,Red,JUNGLER,Summer,2015,Fizz,MID_LANER,0,1,1,0.0
1.0,Shen,Blue,TOP_LANER,Summer,2015,Maokai,JUNGLER,0,1,1,0.0
0.0,Riven,Red,TOP_LANER,Summer,2017,Rammus,JUNGLER,1,0,1,1.0
0.0,Maokai,Blue,TOP_LANER,Summer,2015,Rengar,JUNGLER,1,0,1,1.0
0.0,Nunu,Red,AD_CARRY,Summer,2017,Thresh,SUPPORT,1,0,1,1.0
0.0,RekSai,Blue,JUNGLER,Spring,2016,Soraka,SUPPORT,1,0,1,1.0
0,Ornn,Blue,TOP_LANER,Spring,2018,JarvanIV,JUNGLER,1,1,2,0
0.0,Vi,Red,JUNGLER,Spring,2015,Karthus,MID_LANER,1,0,1,1.0
0.0,Elise,Blue,JUNGLER,Summer,2017,Lux,SUPPORT,1,0,1,1.0
0,Corki,Blue,AD_CARRY,Spring,2016,TahmKench,SUPPORT,1,1,2,0
0.0,Tristana,Blue,AD_CARRY,Summer,2017,Blitzcrank,SUPPORT,1,0,1,1.0
0.0,JarvanIV,Red,JUNGLER,Summer,2017,Leblanc,MID_LANER,1,0,1,1.0
1.0,FiddleSticks,Red,AD_CARRY,Spring,2015,Annie,SUPPORT,0,1,1,0.0
1.0,Gragas,Red,JUNGLER,Spring,2017,Azir,MID_LANER,0,1,1,0.0
1.0,Fiora,Blue,TOP_LANER,Summer,2015,LeeSin,JUNGLER,0,1,1,0.0
0,Gragas,Blue,JUNGLER,Summer,2016,Cassiopeia,MID_LANER,1,1,2,0
1,Rumble,Blue,JUNGLER,Spring,2016,Viktor,MID_LANER,0,2,2,0
1.0,Hecarim,Blue,JUNGLER,Summer,2016,Sion,SUPPORT,0,1,1,0.0
1,Tristana,Red,AD_CARRY,Summer,2014,Janna,SUPPORT,0,3,3,0
0,RekSai,Blue,JUNGLER,Spring,2017,MissFortune,SUPPORT,1,5,6,0
1,Nidalee,Red,AD_CARRY,Summer,2017,Lulu,SUPPORT,0,2,2,0
0.0,Caitlyn,Blue,AD_CARRY,Spring,2017,Karma,SUPPORT,1,0,1,1.0
1.0,JarvanIV,Red,AD_CARRY,Spring,2017,Karma,SUPPORT,0,1,1,0.0
1.0,RekSai,Red,AD_CARRY,Summer,2017,Gragas,SUPPORT,0,1,1,0.0
0.0,Elise,Red,AD_CARRY,Spring,2017,TahmKench,SUPPORT,1,0,1,1.0
0.0,Fiora,Blue,TOP_LANER,Spring,2016,Maokai,JUNGLER,1,0,1,1.0
1.0,Thresh,Red,AD_CARRY,Summer,2017,TwistedFate,SUPPORT,0,1,1,0.0
0,Lucian,Blue,AD_CARRY,Summer,2016,Janna,SUPPORT,1,2,3,0
0.0,Gragas,Blue,TOP_LANER,Summer,2017,RekSai,JUNGLER,1,0,1,1.0
1.0,Shaco,Red,AD_CARRY,Spring,2017,Karma,SUPPORT,0,1,1,0.0
0.0,Graves,Blue,JUNGLER,Spring,2016,Shen,SUPPORT,1,0,1,1.0
1.0,Jax,Blue,TOP_LANER,Summer,2016,Hecarim,JUNGLER,0,1,1,0.0
0,DrMundo,Red,TOP_LANER,Spring,2015,RekSai,JUNGLER,1,1,2,0
0.0,Gragas,Red,JUNGLER,Summer,2017,Ziggs,MID_LANER,1,0,1,1.0
1.0,Cassiopeia,Red,TOP_LANER,Summer,2017,Graves,JUNGLER,0,1,1,0.0
0.0,Rengar,Red,AD_CARRY,Spring,2017,Zyra,SUPPORT,1,0,1,1.0
0.0,Corki,Blue,AD_CARRY,Spring,2016,Bard,SUPPORT,1,0,1,1.0
0,Jax,Blue,TOP_LANER,Summer,2016,Nidalee,JUNGLER,1,1,2,0
0.0,Malzahar,Blue,TOP_LANER,Summer,2016,LeeSin,JUNGLER,1,0,1,1.0
0.0,Jax,Red,JUNGLER,Summer,2017,Cassiopeia,MID_LANER,1,0,1,1.0
0,Evelynn,Red,JUNGLER,Summer,2015,Varus,MID_LANER,1,1,2,0
0,Fiora,Blue,TOP_LANER,Spring,2017,Rengar,JUNGLER,1,1,2,0
0,Kennen,Red,TOP_LANER,Spring,2017,Rengar,JUNGLER,1,1,2,0
0,DrMundo,Red,TOP_LANER,Summer,2014,Khazix,JUNGLER,1,2,3,0
0.0,Nunu,Red,AD_CARRY,Summer,2017,Zyra,SUPPORT,1,0,1,1.0
0,Tristana,Red,AD_CARRY,Spring,2016,Braum,SUPPORT,1,3,4,0
1.0,Irelia,Red,TOP_LANER,Summer,2017,RekSai,JUNGLER,0,1,1,0.0
0.0,Sejuani,Red,JUNGLER,Spring,2015,Leblanc,MID_LANER,1,0,1,1.0
0.0,Gnar,Blue,TOP_LANER,Spring,2017,Graves,JUNGLER,1,0,1,1.0
0,LeeSin,Blue,JUNGLER,Spring,2016,Lulu,MID_LANER,1,1,2,0
0.0,Ashe,Blue,AD_CARRY,Summer,2016,Zyra,SUPPORT,1,0,1,1.0
0,JarvanIV,Red,TOP_LANER,Summer,2017,Olaf,JUNGLER,1,1,2,0
0.0,Hecarim,Blue,JUNGLER,Summer,2016,Kassadin,MID_LANER,1,0,1,1.0
0.0,Kled,Red,TOP_LANER,Summer,2017,Nidalee,JUNGLER,1,0,1,1.0
1.0,Gragas,Red,AD_CARRY,Spring,2016,Leona,SUPPORT,0,1,1,0.0
1.0,Varus,Red,AD_CARRY,Summer,2017,Trundle,SUPPORT,0,1,1,0.0
0.0,Gnar,Blue,TOP_LANER,Spring,2016,RekSai,JUNGLER,1,0,1,1.0
0.0,Fizz,Red,TOP_LANER,Summer,2016,LeeSin,JUNGLER,1,0,1,1.0
0,Gragas,Blue,JUNGLER,Spring,2016,Lulu,MID_LANER,1,2,3,0
1.0,Kayle,Blue,TOP_LANER,Spring,2016,RekSai,JUNGLER,0,1,1,0.0
1,Gragas,Red,AD_CARRY,Summer,2016,Leona,SUPPORT,0,2,2,0
0.0,Gnar,Red,TOP_LANER,Summer,2017,RekSai,JUNGLER,1,0,1,1.0
1.0,Sejuani,Blue,JUNGLER,Summer,2017,Kennen,SUPPORT,0,1,1,0.0
0.0,Olaf,Blue,JUNGLER,Summer,2017,Janna,SUPPORT,1,0,1,1.0
0.0,KogMaw,Blue,AD_CARRY,Spring,2018,Janna,SUPPORT,1,0,1,1.0
0.0,Twitch,Red,AD_CARRY,Summer,2017,TahmKench,SUPPORT,1,0,1,1.0
0.0,Ivern,Red,AD_CARRY,Summer,2017,Blitzcrank,SUPPORT,1,0,1,1.0
0,Gragas,Red,AD_CARRY,Spring,2017,Thresh,SUPPORT,1,2,3,0
0.0,Ryze,Blue,TOP_LANER,Summer,2014,Elise,JUNGLER,1,0,1,1.0
0,LeeSin,Blue,JUNGLER,Spring,2015,Leblanc,MID_LANER,1,1,2,0
1,Irelia,Blue,TOP_LANER,Spring,2015,Nunu,JUNGLER,0,2,2,0
1.0,Hecarim,Red,TOP_LANER,Spring,2015,Rengar,JUNGLER,0,1,1,0.0
0.0,Rengar,Red,AD_CARRY,Spring,2015,Morgana,SUPPORT,1,0,1,1.0
0,Maokai,Blue,TOP_LANER,Summer,2016,Khazix,JUNGLER,1,1,2,0
0.0,JarvanIV,Blue,JUNGLER,Summer,2017,Kennen,SUPPORT,1,0,1,1.0
0.0,Caitlyn,Blue,AD_CARRY,Spring,2017,Taric,SUPPORT,1,0,1,1.0
1.0,Nunu,Blue,JUNGLER,Summer,2015,Morgana,SUPPORT,0,1,1,0.0
0,Ekko,Red,AD_CARRY,Spring,2016,Braum,SUPPORT,1,3,4,0
0.0,Poppy,Red,TOP_LANER,Spring,2015,LeeSin,JUNGLER,1,0,1,1.0
1,Kayn,Blue,JUNGLER,Summer,2017,Rakan,SUPPORT,0,3,3,0
0.0,Udyr,Red,JUNGLER,Spring,2016,Corki,MID_LANER,1,0,1,1.0
0.0,Khazix,Blue,JUNGLER,Spring,2017,Ekko,MID_LANER,1,0,1,1.0
0,Gnar,Red,TOP_LANER,Spring,2018,Zac,JUNGLER,1,1,2,0
0.0,Rumble,Blue,TOP_LANER,Summer,2015,Rengar,JUNGLER,1,0,1,1.0
1.0,MissFortune,Red,AD_CARRY,Summer,2015,Morgana,SUPPORT,0,1,1,0.0
1,Amumu,Blue,JUNGLER,Summer,2015,Karma,SUPPORT,0,2,2,0
1.0,JarvanIV,Red,AD_CARRY,Summer,2017,Trundle,SUPPORT,0,1,1,0.0
0.0,Varus,Blue,AD_CARRY,Spring,2017,Velkoz,SUPPORT,1,0,1,1.0
0.0,RekSai,Blue,JUNGLER,Spring,2017,Janna,SUPPORT,1,0,1,1.0
1.0,Kennen,Blue,TOP_LANER,Summer,2015,Gragas,JUNGLER,0,1,1,0.0
0,JarvanIV,Blue,JUNGLER,Spring,2015,Janna,SUPPORT,1,1,2,0
1.0,Gragas,Red,TOP_LANER,Summer,2016,Nidalee,JUNGLER,0,1,1,0.0
1.0,Volibear,Red,AD_CARRY,Summer,2015,Lulu,SUPPORT,0,1,1,0.0
0,Poppy,Red,TOP_LANER,Spring,2017,Gragas,JUNGLER,1,2,3,0
0.0,LeeSin,Blue,JUNGLER,Summer,2017,Cassiopeia,MID_LANER,1,0,1,1.0
1.0,Poppy,Blue,JUNGLER,Summer,2017,Bard,SUPPORT,0,1,1,0.0
0.0,Tristana,Blue,AD_CARRY,Spring,2016,Janna,SUPPORT,1,0,1,1.0
0,Tristana,Red,AD_CARRY,Summer,2015,Thresh,SUPPORT,1,5,6,0
0.0,Ivern,Blue,JUNGLER,Spring,2017,Bard,SUPPORT,1,0,1,1.0
0,Gragas,Red,AD_CARRY,Spring,2016,Janna,SUPPORT,1,6,7,0
0.0,Vi,Blue,JUNGLER,Spring,2015,Zed,MID_LANER,1,0,1,1.0
1.0,MissFortune,Red,JUNGLER,Spring,2017,Gragas,MID_LANER,0,1,1,0.0
0.0,Nocturne,Blue,JUNGLER,Spring,2015,Janna,SUPPORT,1,0,1,1.0
0,Olaf,Red,JUNGLER,Spring,2017,Syndra,MID_LANER,1,1,2,0
1.0,Irelia,Red,TOP_LANER,Spring,2016,LeeSin,JUNGLER,0,1,1,0.0
0.0,XinZhao,Blue,JUNGLER,Summer,2015,Alistar,SUPPORT,1,0,1,1.0
0.0,Nautilus,Red,TOP_LANER,Summer,2015,Gragas,JUNGLER,1,0,1,1.0
0,Jax,Blue,TOP_LANER,Summer,2015,RekSai,JUNGLER,1,1,2,0
0.0,Lissandra,Red,TOP_LANER,Summer,2015,DrMundo,JUNGLER,1,0,1,1.0
1.0,Elise,Red,AD_CARRY,Spring,2018,Taric,SUPPORT,0,1,1,0.0
0.0,Gnar,Red,TOP_LANER,Spring,2016,Gragas,JUNGLER,1,0,1,1.0
1.0,Khazix,Red,AD_CARRY,Spring,2015,Annie,SUPPORT,0,1,1,0.0
0.0,Renekton,Blue,TOP_LANER,Summer,2017,Nunu,JUNGLER,1,0,1,1.0
0.0,Elise,Red,AD_CARRY,Summer,2016,Janna,SUPPORT,1,0,1,1.0
0.0,Ornn,Blue,TOP_LANER,Spring,2018,LeeSin,JUNGLER,1,0,1,1.0
1,Kled,Red,TOP_LANER,Summer,2017,Olaf,JUNGLER,0,2,2,0
0,Ezreal,Blue,AD_CARRY,Spring,2016,Bard,SUPPORT,1,1,2,0
0.0,Gragas,Red,AD_CARRY,Spring,2015,Annie,SUPPORT,1,0,1,1.0
0.0,Kalista,Blue,AD_CARRY,Summer,2016,Brand,SUPPORT,1,0,1,1.0
0,Caitlyn,Blue,AD_CARRY,Summer,2016,Braum,SUPPORT,1,4,5,0
0.0,Graves,Blue,JUNGLER,Spring,2016,Ahri,MID_LANER,1,0,1,1.0
1.0,Morgana,Blue,TOP_LANER,Summer,2015,Nidalee,JUNGLER,0,1,1,0.0
0,RekSai,Blue,JUNGLER,Spring,2017,Orianna,MID_LANER,1,1,2,0
0.0,Maokai,Red,TOP_LANER,Spring,2016,Nidalee,JUNGLER,1,0,1,1.0
1.0,Varus,Red,AD_CARRY,Spring,2015,Janna,SUPPORT,0,1,1,0.0
0.0,Fizz,Blue,TOP_LANER,Spring,2017,Gragas,JUNGLER,1,0,1,1.0
0.0,Maokai,Blue,TOP_LANER,Summer,2016,Olaf,JUNGLER,1,0,1,1.0
0.0,Caitlyn,Red,AD_CARRY,Summer,2017,Janna,SUPPORT,1,0,1,1.0
0.0,Elise,Blue,JUNGLER,Summer,2017,Kayn,MID_LANER,1,0,1,1.0
0.0,Trundle,Blue,TOP_LANER,Spring,2016,Ekko,JUNGLER,1,0,1,1.0
0,Gragas,Red,JUNGLER,Spring,2018,Corki,MID_LANER,1,1,2,0
0.0,Elise,Blue,JUNGLER,Spring,2016,Anivia,MID_LANER,1,0,1,1.0
1.0,DrMundo,Red,TOP_LANER,Summer,2014,JarvanIV,JUNGLER,0,1,1,0.0
0.0,Renekton,Blue,TOP_LANER,Spring,2017,Graves,JUNGLER,1,0,1,1.0
1.0,Gragas,Red,JUNGLER,Summer,2015,Lissandra,MID_LANER,0,1,1,0.0
0.0,Elise,Blue,JUNGLER,Summer,2015,Viktor,MID_LANER,1,0,1,1.0
1.0,Maokai,Blue,TOP_LANER,Spring,2016,Rammus,JUNGLER,0,1,1,0.0
0,Elise,Red,JUNGLER,Spring,2016,Lux,MID_LANER,1,2,3,0
0,Fiora,Red,TOP_LANER,Summer,2015,Nidalee,JUNGLER,1,1,2,0
0.0,Olaf,Red,AD_CARRY,Spring,2017,Nami,SUPPORT,1,0,1,1.0
0.0,Xayah,Blue,AD_CARRY,Summer,2017,Soraka,SUPPORT,1,0,1,1.0
0.0,LeeSin,Blue,JUNGLER,Summer,2015,Cassiopeia,MID_LANER,1,0,1,1.0
1.0,Urgot,Blue,TOP_LANER,Summer,2017,Maokai,JUNGLER,0,1,1,0.0
0.0,Jhin,Red,AD_CARRY,Summer,2017,Braum,SUPPORT,1,0,1,1.0
1.0,Elise,Red,JUNGLER,Spring,2017,Pantheon,MID_LANER,0,1,1,0.0
0.0,Graves,Blue,JUNGLER,Summer,2016,Velkoz,MID_LANER,1,0,1,1.0
0.0,JarvanIV,Blue,JUNGLER,Summer,2017,Leblanc,MID_LANER,1,0,1,1.0
0.0,Gragas,Red,TOP_LANER,Spring,2017,LeeSin,JUNGLER,1,0,1,1.0
1.0,Volibear,Red,JUNGLER,Summer,2015,Viktor,MID_LANER,0,1,1,0.0
0.0,Sejuani,Red,JUNGLER,Spring,2018,Ziggs,MID_LANER,1,0,1,1.0
0.0,LeeSin,Blue,JUNGLER,Spring,2016,Zed,MID_LANER,1,0,1,1.0
0,Elise,Red,JUNGLER,Summer,2016,Zilean,MID_LANER,1,2,3,0
0.0,Varus,Red,AD_CARRY,Summer,2017,Malzahar,SUPPORT,1,0,1,1.0
0.0,Gragas,Red,JUNGLER,Spring,2015,Yasuo,MID_LANER,1,0,1,1.0
1.0,KogMaw,Red,AD_CARRY,Spring,2016,Thresh,SUPPORT,0,1,1,0.0
0,Irelia,Red,TOP_LANER,Summer,2016,RekSai,JUNGLER,1,1,2,0
0.0,RekSai,Blue,JUNGLER,Spring,2015,Annie,SUPPORT,1,0,1,1.0
0.0,Graves,Blue,JUNGLER,Spring,2017,Jayce,MID_LANER,1,0,1,1.0
0,Lucian,Red,AD_CARRY,Spring,2017,Nautilus,SUPPORT,1,1,2,0
0.0,RekSai,Blue,JUNGLER,Summer,2017,Gragas,SUPPORT,1,0,1,1.0
0.0,Maokai,Blue,TOP_LANER,Spring,2018,Jax,JUNGLER,1,0,1,1.0
0,RekSai,Red,JUNGLER,Summer,2016,Lissandra,MID_LANER,1,4,5,0
1.0,Rammus,Blue,JUNGLER,Spring,2015,Ziggs,MID_LANER,0,1,1,0.0
0.0,Rumble,Red,AD_CARRY,Spring,2016,Soraka,SUPPORT,1,0,1,1.0
1.0,Renekton,Blue,TOP_LANER,Summer,2015,Evelynn,JUNGLER,0,1,1,0.0
0.0,Maokai,Red,JUNGLER,Summer,2017,Zilean,MID_LANER,1,0,1,1.0
0.0,Caitlyn,Blue,AD_CARRY,Spring,2016,Thresh,SUPPORT,1,0,1,1.0
0.0,Lucian,Blue,AD_CARRY,Summer,2017,Karma,SUPPORT,1,0,1,1.0
0.0,Galio,Blue,TOP_LANER,Spring,2017,Khazix,JUNGLER,1,0,1,1.0
1.0,Nidalee,Blue,JUNGLER,Spring,2018,Braum,SUPPORT,0,1,1,0.0
1.0,Ekko,Blue,JUNGLER,Summer,2016,AurelionSol,MID_LANER,0,1,1,0.0
0,Hecarim,Blue,TOP_LANER,Summer,2016,RekSai,JUNGLER,1,1,2,0
0.0,JarvanIV,Blue,JUNGLER,Spring,2015,Veigar,SUPPORT,1,0,1,1.0
0.0,Kled,Red,TOP_LANER,Spring,2017,Rengar,JUNGLER,1,0,1,1.0
0,JarvanIV,Blue,TOP_LANER,Summer,2017,Graves,JUNGLER,1,2,3,0
0.0,Jhin,Blue,AD_CARRY,Summer,2016,MissFortune,SUPPORT,1,0,1,1.0
0,Jhin,Red,AD_CARRY,Spring,2016,Morgana,SUPPORT,1,1,2,0
0,LeeSin,Red,JUNGLER,Summer,2015,Orianna,MID_LANER,1,4,5,0
0,Rumble,Blue,TOP_LANER,Summer,2016,Hecarim,JUNGLER,1,3,4,0
0.0,Nocturne,Blue,JUNGLER,Summer,2016,Soraka,SUPPORT,1,0,1,1.0
0.0,Shen,Red,TOP_LANER,Spring,2017,Rammus,JUNGLER,1,0,1,1.0
0.0,Lulu,Red,TOP_LANER,Spring,2016,Bard,JUNGLER,1,0,1,1.0
0,Ivern,Red,JUNGLER,Summer,2017,Taliyah,MID_LANER,1,1,2,0
0.0,Nautilus,Blue,TOP_LANER,Spring,2016,Elise,JUNGLER,1,0,1,1.0
1.0,Gragas,Red,JUNGLER,Summer,2016,Veigar,MID_LANER,0,1,1,0.0
0,Caitlyn,Red,AD_CARRY,Summer,2016,Karma,SUPPORT,1,2,3,0
1.0,Morgana,Blue,TOP_LANER,Spring,2016,Zac,JUNGLER,0,1,1,0.0
0.0,Lissandra,Blue,TOP_LANER,Spring,2015,Karthus,JUNGLER,1,0,1,1.0
0,Gragas,Blue,JUNGLER,Summer,2017,Velkoz,MID_LANER,1,1,2,0
1.0,Sivir,Blue,AD_CARRY,Spring,2015,Sona,SUPPORT,0,1,1,0.0
0,RekSai,Red,AD_CARRY,Spring,2015,Annie,SUPPORT,1,2,3,0
0,Ivern,Blue,JUNGLER,Summer,2017,Karma,SUPPORT,1,3,4,0
1.0,Morgana,Red,TOP_LANER,Spring,2015,LeeSin,JUNGLER,0,1,1,0.0
